relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load,cooling_load,heating_cost,predicted_heating,cost,savings,savings_pct,error
0.69,735.0,294.0,220.5,3.5,4,0.4,3,14.33,16.99,1.7196,14.33,1.72,0.96,35.76,0.0
0.69,735.0,294.0,220.5,3.5,5,0.4,3,14.08,17.02,1.6896,14.08,1.69,0.99,36.88,0.0
0.66,759.5,318.5,220.5,3.5,2,0.4,3,15.16,17.04,1.8192,15.16,1.82,0.86,32.04,0.0
0.66,759.5,318.5,220.5,3.5,3,0.4,3,15.18,17.63,1.8215999999999999,15.18,1.82,0.86,31.95,0.0
0.66,759.5,318.5,220.5,3.5,4,0.4,3,14.72,18.1,1.7664,14.72,1.77,0.91,34.01,0.0
0.66,759.5,318.5,220.5,3.5,5,0.4,3,14.9,18.22,1.788,14.9,1.79,0.89,33.21,0.0
0.64,784.0,343.0,220.5,3.5,2,0.4,3,18.48,20.78,2.2176,18.48,2.22,0.46,17.16,0.0
0.64,784.0,343.0,220.5,3.5,3,0.4,3,18.71,20.72,2.2452,18.71,2.25,0.43,16.13,0.0
0.64,784.0,343.0,220.5,3.5,4,0.4,3,18.48,21.54,2.2176,18.48,2.22,0.46,17.16,0.0
0.64,784.0,343.0,220.5,3.5,5,0.4,3,18.46,21.53,2.2152,18.46,2.22,0.46,17.25,0.0
0.62,808.5,367.5,220.5,3.5,2,0.4,3,16.47,16.9,1.9763999999999997,16.47,1.98,0.7,26.17,0.0
0.62,808.5,367.5,220.5,3.5,3,0.4,3,16.35,17.14,1.9620000000000002,16.35,1.96,0.71,26.71,0.0
0.62,808.5,367.5,220.5,3.5,4,0.4,3,16.55,16.56,1.986,16.55,1.99,0.69,25.81,0.0
0.62,808.5,367.5,220.5,3.5,5,0.4,3,16.74,16.0,2.0088,16.74,2.01,0.67,24.96,0.0
0.98,514.5,294.0,110.25,7.0,2,0.4,4,32.85,32.95,3.942,32.85,3.94,-1.27,-47.26,0.0
0.98,514.5,294.0,110.25,7.0,3,0.4,4,32.67,33.06,3.9204,32.67,3.92,-1.24,-46.45,0.0
0.98,514.5,294.0,110.25,7.0,4,0.4,4,32.21,33.95,3.8651999999999997,32.21,3.87,-1.19,-44.39,0.0
0.98,514.5,294.0,110.25,7.0,5,0.4,4,32.74,33.88,3.9288000000000003,32.74,3.93,-1.25,-46.77,0.0
0.9,563.5,318.5,122.5,7.0,2,0.4,4,36.45,33.98,4.3740000000000006,36.45,4.37,-1.7,-63.4,0.0
0.9,563.5,318.5,122.5,7.0,3,0.4,4,35.73,39.92,4.287599999999999,35.73,4.29,-1.61,-60.17,0.0
0.9,563.5,318.5,122.5,7.0,4,0.4,4,35.4,39.22,4.247999999999999,35.4,4.25,-1.57,-58.69,0.0
0.9,563.5,318.5,122.5,7.0,5,0.4,4,36.57,36.1,4.3884,36.57,4.39,-1.71,-63.94,0.0
0.86,588.0,294.0,147.0,7.0,2,0.4,4,32.38,31.53,3.8856,32.38,3.89,-1.21,-45.15,0.0
0.86,588.0,294.0,147.0,7.0,3,0.4,4,31.66,36.2,3.7992,31.66,3.8,-1.12,-41.93,0.0
0.86,588.0,294.0,147.0,7.0,4,0.4,4,32.15,36.21,3.8579999999999997,32.15,3.86,-1.18,-44.12,0.0
0.86,588.0,294.0,147.0,7.0,5,0.4,4,32.75,31.0,3.9299999999999997,32.75,3.93,-1.25,-46.81,0.0
0.82,612.5,318.5,147.0,7.0,2,0.4,4,28.93,28.2,3.4716,28.93,3.47,-0.79,-29.69,0.0
0.82,612.5,318.5,147.0,7.0,3,0.4,4,28.05,32.35,3.366,28.05,3.37,-0.69,-25.74,0.0
0.82,612.5,318.5,147.0,7.0,4,0.4,4,28.64,31.14,3.4368,28.64,3.44,-0.76,-28.39,0.0
0.82,612.5,318.5,147.0,7.0,5,0.4,4,29.52,28.43,3.5423999999999998,29.52,3.54,-0.87,-32.33,0.0
0.79,637.0,343.0,147.0,7.0,2,0.4,4,42.77,38.33,5.1324000000000005,42.77,5.13,-2.46,-91.73,0.0
0.79,637.0,343.0,147.0,7.0,3,0.4,4,41.73,47.59,5.007599999999999,41.73,5.01,-2.33,-87.07,0.0
0.79,637.0,343.0,147.0,7.0,4,0.4,4,41.32,46.23,4.9584,41.32,4.96,-2.28,-85.23,0.0
0.79,637.0,343.0,147.0,7.0,5,0.4,4,42.96,39.56,5.1552,42.96,5.16,-2.48,-92.58,0.0
0.76,661.5,416.5,122.5,7.0,2,0.4,4,40.68,40.36,4.8816,40.68,4.88,-2.2,-82.36,0.0
0.76,661.5,416.5,122.5,7.0,3,0.4,4,40.4,39.67,4.848,40.4,4.85,-2.17,-81.11,0.0
0.76,661.5,416.5,122.5,7.0,4,0.4,4,40.6,39.85,4.872,40.6,4.87,-2.2,-82.0,0.0
0.76,661.5,416.5,122.5,7.0,5,0.4,4,40.11,40.77,4.8132,40.11,4.81,-2.14,-79.81,0.0
0.74,686.0,245.0,220.5,3.5,2,0.4,4,14.37,16.61,1.7244,14.37,1.72,0.95,35.58,0.0
0.74,686.0,245.0,220.5,3.5,3,0.4,4,14.48,16.74,1.7376,14.48,1.74,0.94,35.09,0.0
0.74,686.0,245.0,220.5,3.5,4,0.4,4,14.32,16.9,1.7184,14.32,1.72,0.96,35.81,0.0
0.74,686.0,245.0,220.5,3.5,5,0.4,4,14.44,17.32,1.7328,14.44,1.73,0.94,35.27,0.0
0.71,710.5,269.5,220.5,3.5,2,0.4,4,14.6,16.85,1.752,14.6,1.75,0.92,34.55,0.0
0.71,710.5,269.5,220.5,3.5,3,0.4,4,14.7,17.2,1.7639999999999998,14.7,1.76,0.91,34.1,0.0
0.71,710.5,269.5,220.5,3.5,4,0.4,4,14.47,17.23,1.7364,14.47,1.74,0.94,35.13,0.0
0.71,710.5,269.5,220.5,3.5,5,0.4,4,14.66,17.74,1.7591999999999999,14.66,1.76,0.92,34.28,0.0
0.69,735.0,294.0,220.5,3.5,2,0.4,4,14.54,16.81,1.7448,14.54,1.74,0.93,34.82,0.0
0.69,735.0,294.0,220.5,3.5,3,0.4,4,14.62,16.88,1.7543999999999997,14.62,1.75,0.92,34.46,0.0
0.69,735.0,294.0,220.5,3.5,4,0.4,4,14.53,16.9,1.7435999999999998,14.53,1.74,0.93,34.86,0.0
0.69,735.0,294.0,220.5,3.5,5,0.4,4,14.71,17.39,1.7652,14.71,1.77,0.91,34.06,0.0
0.66,759.5,318.5,220.5,3.5,2,0.4,4,15.34,17.86,1.8408,15.34,1.84,0.84,31.23,0.0
0.66,759.5,318.5,220.5,3.5,3,0.4,4,15.29,17.82,1.8347999999999998,15.29,1.83,0.84,31.46,0.0
0.66,759.5,318.5,220.5,3.5,4,0.4,4,15.09,18.36,1.8108,15.09,1.81,0.87,32.35,0.0
0.66,759.5,318.5,220.5,3.5,5,0.4,4,15.3,18.24,1.836,15.3,1.84,0.84,31.41,0.0
0.64,784.0,343.0,220.5,3.5,2,0.4,4,19.06,21.68,2.2872,19.06,2.29,0.39,14.56,0.0
0.64,784.0,343.0,220.5,3.5,3,0.4,4,19.13,21.54,2.2956,19.13,2.3,0.38,14.24,0.0
0.64,784.0,343.0,220.5,3.5,4,0.4,4,19.0,22.25,2.28,19.0,2.28,0.4,14.83,0.0
0.64,784.0,343.0,220.5,3.5,5,0.4,4,18.84,22.49,2.2607999999999997,18.84,2.26,0.42,15.54,0.0
0.62,808.5,367.5,220.5,3.5,2,0.4,4,16.44,17.1,1.9728,16.44,1.97,0.7,26.3,0.0
0.62,808.5,367.5,220.5,3.5,3,0.4,4,16.9,16.79,2.0279999999999996,16.9,2.03,0.65,24.24,0.0
0.62,808.5,367.5,220.5,3.5,4,0.4,4,16.94,16.58,2.0328,16.94,2.03,0.64,24.06,0.0
0.62,808.5,367.5,220.5,3.5,5,0.4,4,16.77,16.79,2.0124,16.77,2.01,0.66,24.82,0.0
0.98,514.5,294.0,110.25,7.0,2,0.4,5,32.84,32.88,3.9408000000000003,32.84,3.94,-1.26,-47.22,0.0
0.98,514.5,294.0,110.25,7.0,3,0.4,5,32.72,33.23,3.9263999999999997,32.72,3.93,-1.25,-46.68,0.0
0.98,514.5,294.0,110.25,7.0,4,0.4,5,32.21,33.76,3.8651999999999997,32.21,3.87,-1.19,-44.39,0.0
0.98,514.5,294.0,110.25,7.0,5,0.4,5,32.73,34.01,3.9275999999999995,32.73,3.93,-1.25,-46.72,0.0
0.9,563.5,318.5,122.5,7.0,2,0.4,5,35.67,33.94,4.2804,35.67,4.28,-1.6,-59.9,0.0
0.9,563.5,318.5,122.5,7.0,3,0.4,5,35.01,33.14,4.2012,35.01,4.2,-1.52,-56.94,0.0
0.9,563.5,318.5,122.5,7.0,4,0.4,5,34.72,38.79,4.166399999999999,34.72,4.17,-1.49,-55.64,0.0
0.9,563.5,318.5,122.5,7.0,5,0.4,5,35.24,37.27,4.2288,35.24,4.23,-1.55,-57.98,0.0
0.86,588.0,294.0,147.0,7.0,2,0.4,5,32.31,29.69,3.8772,32.31,3.88,-1.2,-44.84,0.0
0.86,588.0,294.0,147.0,7.0,3,0.4,5,31.81,31.2,3.8171999999999997,31.81,3.82,-1.14,-42.6,0.0
0.86,588.0,294.0,147.0,7.0,4,0.4,5,31.12,36.26,3.7344,31.12,3.73,-1.06,-39.51,0.0
0.86,588.0,294.0,147.0,7.0,5,0.4,5,32.06,35.71,3.8472,32.06,3.85,-1.17,-43.72,0.0
0.82,612.5,318.5,147.0,7.0,2,0.4,5,30.0,29.93,3.5999999999999996,30.0,3.6,-0.92,-34.49,0.0
0.82,612.5,318.5,147.0,7.0,3,0.4,5,29.5,29.56,3.54,29.5,3.54,-0.86,-32.24,0.0
0.82,612.5,318.5,147.0,7.0,4,0.4,5,29.06,33.84,3.4871999999999996,29.06,3.49,-0.81,-30.27,0.0
0.82,612.5,318.5,147.0,7.0,5,0.4,5,29.92,32.54,3.5904000000000003,29.92,3.59,-0.91,-34.13,0.0
0.79,637.0,343.0,147.0,7.0,2,0.4,5,42.11,38.56,5.0531999999999995,42.11,5.05,-2.38,-88.77,0.0
0.79,637.0,343.0,147.0,7.0,3,0.4,5,41.96,37.7,5.0352,41.96,5.04,-2.36,-88.1,0.0
0.79,637.0,343.0,147.0,7.0,4,0.4,5,41.09,47.01,4.9308000000000005,41.09,4.93,-2.25,-84.2,0.0
0.79,637.0,343.0,147.0,7.0,5,0.4,5,40.79,44.87,4.8948,40.79,4.89,-2.22,-82.86,0.0
0.76,661.5,416.5,122.5,7.0,2,0.4,5,38.82,39.37,4.658399999999999,38.82,4.66,-1.98,-74.02,0.0
0.76,661.5,416.5,122.5,7.0,3,0.4,5,39.72,39.8,4.7664,39.72,4.77,-2.09,-78.06,0.0
0.76,661.5,416.5,122.5,7.0,4,0.4,5,39.31,37.79,4.7172,39.31,4.72,-2.04,-76.22,0.0
0.76,661.5,416.5,122.5,7.0,5,0.4,5,39.86,38.18,4.7832,39.86,4.78,-2.11,-78.69,0.0
0.74,686.0,245.0,220.5,3.5,2,0.4,5,14.41,16.69,1.7291999999999998,14.41,1.73,0.95,35.4,0.0
0.74,686.0,245.0,220.5,3.5,3,0.4,5,14.19,16.62,1.7027999999999999,14.19,1.7,0.97,36.39,0.0
0.74,686.0,245.0,220.5,3.5,4,0.4,5,14.17,16.94,1.7004,14.17,1.7,0.98,36.48,0.0
0.74,686.0,245.0,220.5,3.5,5,0.4,5,14.39,16.7,1.7268000000000001,14.39,1.73,0.95,35.49,0.0
0.71,710.5,269.5,220.5,3.5,2,0.4,5,12.43,15.59,1.4915999999999998,12.43,1.49,1.19,44.28,0.0
0.71,710.5,269.5,220.5,3.5,3,0.4,5,12.63,14.58,1.5156,12.63,1.52,1.16,43.38,0.0
0.71,710.5,269.5,220.5,3.5,4,0.4,5,12.76,15.33,1.5312,12.76,1.53,1.15,42.8,0.0
0.71,710.5,269.5,220.5,3.5,5,0.4,5,12.42,15.31,1.4904,12.42,1.49,1.19,44.32,0.0
0.69,735.0,294.0,220.5,3.5,2,0.4,5,14.12,16.63,1.6944,14.12,1.69,0.98,36.7,0.0
0.69,735.0,294.0,220.5,3.5,3,0.4,5,14.28,15.87,1.7135999999999998,14.28,1.71,0.96,35.98,0.0
0.69,735.0,294.0,220.5,3.5,4,0.4,5,14.37,16.54,1.7244,14.37,1.72,0.95,35.58,0.0
0.69,735.0,294.0,220.5,3.5,5,0.4,5,14.21,16.74,1.7052,14.21,1.71,0.97,36.3,0.0
0.66,759.5,318.5,220.5,3.5,2,0.4,5,14.96,17.64,1.7952000000000001,14.96,1.8,0.88,32.94,0.0
0.66,759.5,318.5,220.5,3.5,3,0.4,5,14.92,17.79,1.7904,14.92,1.79,0.89,33.12,0.0
0.66,759.5,318.5,220.5,3.5,4,0.4,5,14.92,17.55,1.7904,14.92,1.79,0.89,33.12,0.0
0.66,759.5,318.5,220.5,3.5,5,0.4,5,15.16,18.06,1.8192,15.16,1.82,0.86,32.04,0.0
0.64,784.0,343.0,220.5,3.5,2,0.4,5,17.69,20.82,2.1228000000000002,17.69,2.12,0.55,20.7,0.0
0.64,784.0,343.0,220.5,3.5,3,0.4,5,18.19,20.21,2.1828,18.19,2.18,0.49,18.46,0.0
0.64,784.0,343.0,220.5,3.5,4,0.4,5,18.16,20.71,2.1792,18.16,2.18,0.5,18.59,0.0
0.64,784.0,343.0,220.5,3.5,5,0.4,5,17.88,21.4,2.1456,17.88,2.15,0.53,19.85,0.0
0.62,808.5,367.5,220.5,3.5,2,0.4,5,16.54,16.88,1.9848,16.54,1.98,0.69,25.85,0.0
0.62,808.5,367.5,220.5,3.5,3,0.4,5,16.44,17.11,1.9728,16.44,1.97,0.7,26.3,0.0
0.62,808.5,367.5,220.5,3.5,4,0.4,5,16.48,16.61,1.9776,16.48,1.98,0.7,26.12,0.0
0.62,808.5,367.5,220.5,3.5,5,0.4,5,16.64,16.03,1.9968,16.64,2.0,0.68,25.41,0.0
